CloneGroupType,X2,EachGroup_25Percentile,CloneGroupMax,CloneGroupMin,EachGroup_Mean,EachGroup_Median,CloneGroupVariance,EachGroup_SD,X10,ShanonEntropy,NorShanonEntropy,X13,X14
117,Functions,0.00,2.00,0.00,0.80,1.00,0.70,0.83666,5,1.5219280948873621,NaN,NA,NA
118,Functions,9.00,18.00,6.00,12.00,12.00,72.00,8.485281,2,1,0.8112781244591328,NA,NA
119,Functions,0.00,12.00,-1.00,2.00,1.00,15.38,3.922323,14,2.217021885879718,NaN,NA,NA
120,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,5,-0,1,NA,NA
121,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
122,Functions,6.00,6.00,6.00,6.00,6.00,0.00,0,2,-0,1,NA,NA
123,Functions,1.50,49.00,1.00,12.17,4.50,345.77,18.5948,6,2.2516291673878226,0.5742699113850813,NA,NA
124,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
125,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
126,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
127,Functions,1.75,10.00,0.00,3.06,2.50,5.54,2.354645,32,2.8042292966721747,NaN,NA,NA
128,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
129,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
130,Functions,3.50,9.00,3.00,5.29,5.00,4.90,2.21467,7,2.521640636343318,0.9621423238531538,NA,NA
131,Functions,3.50,9.00,3.00,5.29,5.00,4.90,2.21467,7,2.521640636343318,0.9621423238531538,NA,NA
132,Functions,2.00,6.00,1.00,2.76,3.00,1.79,1.338087,21,2.199086165113526,0.9646530897985549,NA,NA
133,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
134,Functions,1.00,109.00,0.00,4.32,1.00,193.38,13.90627,99,2.771961191364399,NaN,NA,NA
135,Functions,2.00,3.00,1.00,2.33,3.00,1.33,1.154701,3,0.9182958340544896,0.9141008920185653,NA,NA
136,Functions,0.00,15.00,0.00,2.42,0.00,20.45,4.521833,12,1.9473387961875537,NaN,NA,NA
137,Functions,1.50,2.00,1.00,1.67,2.00,0.33,0.5773503,3,0.9182958340544896,0.9602297178607612,NA,NA
138,Functions,4.25,5.00,4.00,4.50,4.50,0.50,0.7071068,2,1,0.9910760598382222,NA,NA
139,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
140,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
141,Functions,0.00,1.00,0.00,0.33,0.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
142,Functions,1.75,12.00,1.00,5.50,4.50,25.67,5.066228,4,2,0.7599195715218963,NA,NA
143,Functions,2.75,11.00,2.00,4.75,3.00,17.58,4.193249,4,1.5,0.8196605248971294,NA,NA
144,Functions,1.00,8.00,1.00,3.20,3.00,8.20,2.863564,5,1.5219280948873621,0.8207140722512383,NA,NA
145,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
146,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
147,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
148,Functions,3.25,7.00,2.00,4.50,4.50,12.50,3.535534,2,1,0.7642045065086203,NA,NA
149,Functions,5.00,8.00,4.00,6.00,6.00,8.00,2.828427,2,1,0.9182958340544896,NA,NA
150,Functions,2.00,8.00,1.00,3.40,2.00,7.80,2.792848,5,1.9219280948873623,0.8483534812142263,NA,NA
151,Functions,0.00,1.00,0.00,0.33,0.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
152,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
153,Functions,0.00,3.00,0.00,0.89,0.00,1.36,1.166667,9,1.657742726504889,NaN,NA,NA
154,Functions,1.00,14.00,1.00,3.75,2.00,19.93,4.464143,8,2.1556390622295662,0.7737676272550966,NA,NA
155,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
156,Functions,1.00,10.00,0.00,2.06,1.00,5.71,2.389199,53,2.3342805087882628,NaN,NA,NA
157,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
158,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
159,Functions,0.00,1.00,0.00,0.40,0.00,0.30,0.5477226,5,0.9709505944546686,NaN,NA,NA
160,Functions,106.50,207.00,73.00,140.00,140.00,8978.00,94.75231,2,1,0.8278223276571037,NA,NA
161,Functions,140.00,253.00,73.00,177.67,207.00,8745.33,93.51649,3,1.584962500721156,0.9041391705381954,NA,NA
162,Functions,54.75,253.00,0.00,133.25,140.00,13721.58,117.1392,4,2,NaN,NA,NA
163,Functions,1.00,4.00,0.00,1.71,1.00,1.90,1.380131,7,2.128085278891394,NaN,NA,NA
164,Functions,2.00,4.00,1.00,2.67,3.00,2.33,1.527525,3,1.584962500721156,0.886859507142915,NA,NA
165,Functions,2.00,4.00,1.00,2.67,3.00,2.33,1.527525,3,1.584962500721156,0.886859507142915,NA,NA
166,Functions,2.00,4.00,1.00,2.67,3.00,2.33,1.527525,3,1.584962500721156,0.886859507142915,NA,NA
167,Functions,2.00,4.00,1.00,2.67,3.00,2.33,1.527525,3,1.584962500721156,0.886859507142915,NA,NA
168,Functions,2.50,4.00,1.00,3.00,3.50,2.00,1.414214,4,1.5,0.9276942711037669,NA,NA
169,Functions,1.75,91.00,1.00,24.50,3.00,1967.00,44.35087,4,2,0.23485843094494407,NA,NA
170,Functions,1.75,8.00,1.00,3.50,2.50,9.67,3.109126,4,2,0.805288621665821,NA,NA
171,Functions,2.25,6.00,1.00,3.50,3.50,12.50,3.535534,2,1,0.5916727785823275,NA,NA
172,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
173,Functions,2.50,3.00,2.00,2.67,3.00,0.33,0.5773503,3,0.9182958340544896,0.985056822321508,NA,NA
174,Functions,0.50,8.00,0.00,3.00,1.00,19.00,4.358899,3,1.584962500721156,NaN,NA,NA
175,Functions,0.00,8.00,0.00,2.25,0.50,14.92,3.86221,4,1.5,NaN,NA,NA
176,Functions,1.00,12.00,1.00,3.80,2.00,21.70,4.658326,5,1.9219280948873623,0.7012363042668347,NA,NA
177,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
178,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
179,Functions,225.00,225.00,225.00,225.00,225.00,0.00,0,2,-0,1,NA,NA
180,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
181,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,3,-0,1,NA,NA
182,Functions,1.00,2.00,1.00,1.50,1.50,0.33,0.5773503,4,1,0.9591479170272448,NA,NA
183,Functions,0.50,1.00,0.00,0.67,1.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
184,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
185,Functions,0.50,3.00,0.00,1.33,1.00,2.33,1.527525,3,1.584962500721156,NaN,NA,NA
186,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
187,Functions,0.75,22.00,0.00,5.75,1.50,71.07,8.430387,8,2.5,NaN,NA,NA
188,Functions,0.00,2.00,0.00,0.67,0.00,1.33,1.154701,3,0.9182958340544896,NaN,NA,NA
189,Functions,2.75,11.00,0.00,5.50,5.50,60.50,7.778175,2,1,NaN,NA,NA
190,Functions,0.00,2.00,0.00,0.88,1.00,0.70,0.834523,8,1.561278124459133,NaN,NA,NA
191,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
192,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
193,Functions,1.00,4.00,0.00,2.17,2.00,2.97,1.722401,6,1.9182958340544896,NaN,NA,NA
194,Functions,0.00,5.00,0.00,2.40,3.00,5.30,2.302173,5,1.9219280948873623,NaN,NA,NA
195,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
196,Functions,3.75,6.00,3.00,4.50,4.50,4.50,2.12132,2,1,0.9182958340544896,NA,NA
197,Functions,0.75,3.00,0.00,1.50,1.50,1.67,1.290994,4,2,NaN,NA,NA
198,Functions,16.50,57.00,3.00,30.00,30.00,1458.00,38.18377,2,1,0.28639695711595625,NA,NA
199,Functions,0.75,2.00,0.00,1.00,1.00,0.67,0.8164966,4,1.5,NaN,NA,NA
200,Functions,3.50,5.00,3.00,4.00,4.00,2.00,1.414214,2,1,0.954434002924965,NA,NA
201,Functions,4.00,10.00,3.00,6.00,5.00,13.00,3.605551,3,1.584962500721156,0.8929352898779307,NA,NA
202,Functions,3.50,5.00,3.00,4.00,4.00,2.00,1.414214,2,1,0.954434002924965,NA,NA
203,Functions,0.00,4.00,-1.00,1.20,1.00,3.70,1.923538,5,2.321928094887362,NaN,NA,NA
204,Functions,1.75,18.00,1.00,5.12,2.00,34.41,5.866065,8,2.1556390622295662,0.7719471358453381,NA,NA
205,Functions,4.50,12.00,2.00,7.00,7.00,50.00,7.071068,2,1,0.5916727785823275,NA,NA
206,Functions,4.50,12.00,2.00,7.00,7.00,50.00,7.071068,2,1,0.5916727785823275,NA,NA
207,Functions,1.75,7.00,0.00,3.50,3.50,24.50,4.949747,2,1,NaN,NA,NA
208,Functions,2.00,7.00,1.00,2.80,2.00,5.70,2.387467,5,1.3709505944546687,0.850631867888737,NA,NA
209,Functions,2.00,13.00,1.00,4.50,2.00,21.90,4.679744,6,1.792481250360578,0.7826571272050753,NA,NA
210,Functions,2.00,13.00,1.00,4.50,2.00,21.90,4.679744,6,1.792481250360578,0.7826571272050753,NA,NA
211,Functions,2.00,13.00,1.00,4.50,2.00,21.90,4.679744,6,1.792481250360578,0.7826571272050753,NA,NA
212,Functions,3.75,9.00,2.00,5.50,5.50,24.50,4.949747,2,1,0.6840384356390417,NA,NA
213,Functions,1.00,8.00,0.00,2.58,2.50,4.81,2.193309,12,2.5220552088742005,NaN,NA,NA
214,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
215,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
216,Functions,1.00,16.00,0.00,4.00,1.00,45.50,6.745369,5,1.9219280948873623,NaN,NA,NA
217,Functions,0.50,4.00,0.00,1.67,1.00,4.33,2.081666,3,1.584962500721156,NaN,NA,NA
218,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
219,Functions,1.00,10.00,0.00,2.56,2.00,5.25,2.291839,45,2.6784451200157244,NaN,NA,NA
220,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
221,Functions,9.75,33.00,2.00,17.50,17.50,480.50,21.92031,2,1,0.31599713297842463,NA,NA
222,Functions,30.75,114.00,3.00,58.50,58.50,6160.50,78.48885,2,1,0.17203694935311378,NA,NA
223,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
224,Functions,4.00,26.00,1.00,10.00,6.50,122.00,11.04536,4,2,0.688200633117366,NA,NA
225,Functions,1.50,93.00,0.00,32.00,3.00,2793.00,52.84884,3,1.584962500721156,NaN,NA,NA
226,Functions,3.25,7.00,2.00,4.50,4.50,12.50,3.535534,2,1,0.7642045065086203,NA,NA
227,Functions,1.75,7.00,0.00,3.50,3.50,24.50,4.949747,2,1,NaN,NA,NA
228,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
229,Functions,2.75,8.00,1.00,4.50,4.50,24.50,4.949747,2,1,0.5032583347756457,NA,NA
230,Functions,1.00,4.00,0.00,2.00,2.00,4.00,2,3,1.584962500721156,NaN,NA,NA
231,Functions,2.00,22.00,1.00,8.43,5.00,70.95,8.423324,7,2.521640636343318,0.7834796930777663,NA,NA
232,Functions,1.00,6.00,1.00,2.50,1.50,5.67,2.380476,4,1.5,0.7854752972273343,NA,NA
233,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
234,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
235,Functions,1.00,6.00,0.00,1.82,1.00,1.90,1.380004,17,1.9254106352407234,NaN,NA,NA
236,Functions,0.75,2.00,0.00,1.25,1.50,0.92,0.9574271,4,1.5,NaN,NA,NA
237,Functions,1.00,4.00,0.00,1.67,1.00,2.27,1.505545,6,1.792481250360578,NaN,NA,NA
238,Functions,11.00,11.00,11.00,11.00,11.00,0.00,0,2,-0,1,NA,NA
239,Functions,1.00,22.00,0.00,4.50,1.00,73.90,8.596511,6,1.792481250360578,NaN,NA,NA
240,Functions,1.75,3.00,1.00,2.00,2.00,0.67,0.8164966,4,1.5,0.9528195311147832,NA,NA
241,Functions,5.00,14.00,2.00,8.00,8.00,72.00,8.485281,2,1,0.5435644431995964,NA,NA
242,Functions,5.00,14.00,2.00,8.00,8.00,72.00,8.485281,2,1,0.5435644431995964,NA,NA
243,Functions,5.00,14.00,2.00,8.00,8.00,72.00,8.485281,2,1,0.5435644431995964,NA,NA
244,Functions,4.75,7.00,4.00,5.50,5.50,4.50,2.12132,2,1,0.9456603046006401,NA,NA
245,Functions,4.75,7.00,4.00,5.50,5.50,4.50,2.12132,2,1,0.9456603046006401,NA,NA
246,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
247,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
248,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
249,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
250,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
251,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
252,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
253,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
254,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
255,Functions,1.00,3.00,0.00,1.75,2.00,1.07,1.035098,8,1.9056390622295665,NaN,NA,NA
256,Functions,1.00,19.00,0.00,7.00,2.00,109.00,10.44031,3,1.584962500721156,NaN,NA,NA
257,Functions,1.00,4.00,0.00,2.17,2.00,2.97,1.722401,6,1.9182958340544896,NaN,NA,NA
258,Functions,0.00,49.00,0.00,6.08,1.00,180.74,13.44409,13,2.5654483718208256,NaN,NA,NA
259,Functions,5.50,7.00,5.00,6.00,6.00,2.00,1.414214,2,1,0.9798687566511528,NA,NA
260,Functions,8.00,11.00,7.00,9.00,9.00,8.00,2.828427,2,1,0.964078764808229,NA,NA
261,Functions,2.75,11.00,2.00,5.25,4.00,16.25,4.031129,4,2,0.8528664308748433,NA,NA
262,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
263,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
264,Functions,0.25,1.00,0.00,0.67,1.00,0.27,0.5163978,6,0.9182958340544896,NaN,NA,NA
265,Functions,1.50,5.00,1.00,2.67,2.00,4.33,2.081666,3,1.584962500721156,0.8194483718728035,NA,NA
266,Functions,1.25,11.00,1.00,3.83,2.50,14.57,3.81663,6,2.2516291673878226,0.8010148863805254,NA,NA
267,Functions,1.00,2.00,1.00,1.40,1.00,0.30,0.5477226,5,0.9709505944546686,0.9629610647945144,NA,NA
268,Functions,2.50,4.00,2.00,3.00,3.00,1.00,1,3,1.584962500721156,0.9656336071428252,NA,NA
269,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
270,Functions,3.25,4.00,3.00,3.50,3.50,0.50,0.7071068,2,1,0.9852281360342515,NA,NA
271,Functions,1.00,3.00,0.00,1.64,1.00,1.25,1.120065,11,1.3221793455166666,NaN,NA,NA
272,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
273,Functions,3.50,5.00,3.00,4.00,4.00,2.00,1.414214,2,1,0.954434002924965,NA,NA
274,Functions,6.25,13.00,4.00,8.50,8.50,40.50,6.363961,2,1,0.7871265862012691,NA,NA
275,Functions,4.75,13.00,2.00,7.50,7.50,60.50,7.778175,2,1,0.5665095065529053,NA,NA
276,Functions,0.00,6.00,0.00,2.50,2.00,9.00,3,4,1.5,NaN,NA,NA
277,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
278,Functions,2.75,8.00,1.00,4.50,4.50,24.50,4.949747,2,1,0.5032583347756457,NA,NA
279,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
280,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
281,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
282,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
283,Functions,4.00,29.00,1.00,12.33,7.00,217.33,14.74223,3,1.584962500721156,0.549366586182079,NA,NA
284,Functions,1.50,25.00,1.00,9.33,2.00,184.33,13.57694,3,1.584962500721156,0.37201270119579166,NA,NA
285,Functions,7.75,25.00,2.00,13.50,13.50,264.50,16.26346,2,1,0.3809465857053901,NA,NA
286,Functions,1.50,25.00,1.00,9.33,2.00,184.33,13.57694,3,1.584962500721156,0.37201270119579166,NA,NA
287,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,4,-0,1,NA,NA
288,Functions,2.50,10.00,0.00,5.00,5.00,50.00,7.071068,2,1,NaN,NA,NA
289,Functions,5.00,11.00,3.00,7.00,7.00,32.00,5.656854,2,1,0.74959525725948,NA,NA
290,Functions,6.75,24.00,1.00,12.50,12.50,264.50,16.26346,2,1,0.24229218908241482,NA,NA
291,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
292,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
293,Functions,-0.75,3.00,-2.00,0.50,0.50,12.50,3.535534,2,1,NaN,NA,NA
294,Functions,12.00,30.00,6.00,18.00,18.00,288.00,16.97056,2,1,0.6500224216483541,NA,NA
295,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
296,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
297,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
298,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
299,Functions,0.00,1.00,0.00,0.25,0.00,0.25,0.5,4,0.8112781244591328,NaN,NA,NA
300,Functions,2.75,9.00,2.00,4.50,3.50,9.67,3.109126,4,2,0.8826232641893706,NA,NA
301,Functions,4.00,10.00,0.00,5.33,5.50,11.87,3.444803,6,1.9182958340544896,NaN,NA,NA
302,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,3,-0,NaN,NA,NA
303,Functions,5.50,13.00,3.00,8.00,8.00,50.00,7.071068,2,1,0.6962122601251458,NA,NA
304,Functions,0.50,3.00,0.00,1.33,1.00,2.33,1.527525,3,1.584962500721156,NaN,NA,NA
305,Functions,1.50,4.00,1.00,2.33,2.00,2.33,1.527525,3,1.584962500721156,0.8699155297736259,NA,NA
306,Functions,1.50,4.00,1.00,2.33,2.00,2.33,1.527525,3,1.584962500721156,0.8699155297736259,NA,NA
307,Functions,7.25,8.00,7.00,7.50,7.50,0.50,0.7071068,2,1,0.9967916319816366,NA,NA
308,Functions,0.25,10.00,0.00,3.86,4.00,13.36,3.655494,14,2.521640636343318,NaN,NA,NA
309,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
310,Functions,9.50,29.00,3.00,16.00,16.00,338.00,18.38478,2,1,0.4488644887230294,NA,NA
311,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
312,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,3,-0,NaN,NA,NA
313,Functions,2.00,11.00,1.00,5.00,3.00,28.00,5.291503,3,1.584962500721156,0.664357405712226,NA,NA
314,Functions,6.50,17.00,3.00,10.00,10.00,98.00,9.899495,2,1,0.6098403047164004,NA,NA
315,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
316,Functions,1.00,5.00,0.00,1.80,1.00,3.70,1.923538,5,1.9219280948873623,NaN,NA,NA
317,Functions,3.50,14.00,0.00,7.00,7.00,98.00,9.899495,2,1,NaN,NA,NA
318,Functions,4.25,5.00,4.00,4.50,4.50,0.50,0.7071068,2,1,0.9910760598382222,NA,NA
319,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
320,Functions,11.50,46.00,0.00,23.00,23.00,1058.00,32.52691,2,1,NaN,NA,NA
321,Functions,6.50,20.00,2.00,11.00,11.00,162.00,12.72792,2,1,0.4394969869215134,NA,NA
322,Functions,0.00,20.00,0.00,6.20,2.00,73.20,8.5557,5,1.9219280948873623,NaN,NA,NA
323,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
324,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
325,Functions,32.75,110.00,7.00,58.50,58.50,5304.50,72.832,2,1,0.32676597648839784,NA,NA
326,Functions,1.50,58.00,0.00,20.33,3.00,1066.33,32.65476,3,1.584962500721156,NaN,NA,NA
327,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
328,Functions,3.75,6.00,3.00,4.50,4.50,4.50,2.12132,2,1,0.9182958340544896,NA,NA
329,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
330,Functions,1.25,25.00,1.00,8.17,3.00,100.57,10.02829,6,2.2516291673878226,0.671263656420681,NA,NA
331,Functions,0.00,1.00,0.00,0.33,0.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
332,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
333,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
334,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
335,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
336,Functions,1.00,16.00,1.00,4.75,1.00,56.25,7.5,4,0.8112781244591328,0.4397532304060032,NA,NA
337,Functions,8.75,29.00,2.00,15.50,15.50,364.50,19.09188,2,1,0.345117314944953,NA,NA
338,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
339,Functions,2.00,3.00,2.00,2.60,3.00,0.30,0.5477226,5,0.9709505944546686,0.9886032578849717,NA,NA
340,Functions,0.75,1.00,0.00,0.75,1.00,0.21,0.46291,8,0.8112781244591328,NaN,NA,NA
341,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
342,Functions,9.00,9.00,9.00,9.00,9.00,0.00,0,2,-0,1,NA,NA
343,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
344,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
345,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
346,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
347,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
348,Functions,1.25,5.00,0.00,2.50,2.50,12.50,3.535534,2,1,NaN,NA,NA
349,Functions,1.50,9.00,1.00,4.00,2.00,19.00,4.358899,3,1.584962500721156,0.6567045482143387,NA,NA
350,Functions,10.50,19.00,6.00,12.50,12.50,28.33,5.322906,4,2,0.948471453844931,NA,NA
351,Functions,2.00,4.00,2.00,2.67,2.00,1.33,1.154701,3,0.9182958340544896,0.9463946303571862,NA,NA
352,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
353,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
354,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
355,Functions,0.00,3.00,0.00,1.00,0.50,2.00,1.414214,4,1.5,NaN,NA,NA
356,Functions,7.25,26.00,1.00,13.50,13.50,312.50,17.67767,2,1,0.228538143953528,NA,NA
357,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
358,Functions,0.50,4.00,0.00,1.67,1.00,4.33,2.081666,3,1.584962500721156,NaN,NA,NA
359,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
360,Functions,0.75,3.00,0.00,1.25,1.00,1.58,1.258306,4,1.5,NaN,NA,NA
361,Functions,0.25,2.00,0.00,0.83,1.00,0.57,0.7527727,6,1.4591479170272448,NaN,NA,NA
362,Functions,1.75,7.00,0.00,3.50,3.50,24.50,4.949747,2,1,NaN,NA,NA
363,Functions,0.50,2.00,0.00,1.00,1.00,1.00,1,3,1.584962500721156,NaN,NA,NA
364,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
365,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
366,Functions,2.00,3.00,1.00,2.00,2.00,0.50,0.7071068,5,1.3709505944546687,0.9674887648835616,NA,NA
367,Functions,9.50,38.00,0.00,19.00,19.00,722.00,26.87006,2,1,NaN,NA,NA
368,Functions,6.00,9.00,3.00,7.00,9.00,12.00,3.464102,3,0.9182958340544896,0.9141008920185653,NA,NA
369,Functions,2.00,12.00,0.00,4.20,3.00,21.20,4.604346,5,2.321928094887362,NaN,NA,NA
370,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
371,Functions,0.75,9.00,0.00,2.17,2.00,6.15,2.480225,12,2.3553885422075336,NaN,NA,NA
372,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
373,Functions,0.00,8.00,0.00,2.00,0.50,10.00,3.162278,6,1.792481250360578,NaN,NA,NA
374,Functions,0.00,29.00,0.00,2.40,1.00,25.19,5.018788,35,2.464512279957413,NaN,NA,NA
375,Functions,3.25,4.00,3.00,3.50,3.50,0.50,0.7071068,2,1,0.9852281360342515,NA,NA
